RecordNumber,take_type,sw_allo_block,WAP,WapRate,AllocatedRate,FromMonth,ToMonth,SD1,SD2,ConsentStatus,FromDate,ToDate
CRC905177E,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1990-09-07,1995-07-01
CRC905182D,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1990-09-07,1995-07-01
CRC895053B.2,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1996-11-28,1999-06-01
WTK872481C,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1988-03-12,1998-06-30
SCY850069C,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1991-05-01
CRC905177B,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1990-09-07,1995-07-01
SCY850065C,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1991-05-01
CRC905182E,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1990-09-07,1995-07-01
CRC905182B,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1990-09-07,1995-07-01
SCY850065B,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1991-05-01
CRC905386,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1991-03-01,1995-09-01
CRC895053B,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Replaced,1991-02-01,1994-04-22
CRC905151B,Take Surface Water,A,,230.0,230.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1995-06-01
SCY710051,Take Surface Water,A,,226.0,226.0,1,12,0.0,0.0,Terminated - Expired,1971-05-12,2001-10-01
WTK690392,Take Surface Water,In Waitaki,,225.0,225.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-11,1998-03-09
CRC890841,Take Surface Water,A,,222.0,222.0,1,12,0.0,0.0,Terminated - Expired,1990-03-02,1992-04-30
SCY870058A,Take Surface Water,A,,220.0,220.0,1,12,0.0,0.0,Terminated - Replaced,1987-12-09,1992-03-17
CRC921450B,Take Surface Water,A,,220.0,220.0,1,12,0.0,0.0,Terminated - Expired,1993-04-08,1995-05-01
CRC921450C,Take Surface Water,A,,220.0,220.0,1,12,0.0,0.0,Terminated - Expired,1993-04-08,1995-05-01
SCY870058A.1,Take Surface Water,A,,220.0,220.0,1,12,0.0,0.0,Terminated - Expired,1992-03-17,1992-12-01
CRC951605,Take Surface Water,A,,220.0,220.0,1,12,0.0,0.0,Terminated - Replaced,1995-05-12,1999-05-14
WTK690151,Take Surface Water,In Waitaki,,212.0,212.0,1,12,0.0,0.0,Terminated - Surrendered,1969-01-31,1993-12-08
CRC000578,Take Surface Water,A,,200.0,200.0,1,12,0.0,0.0,Terminated - Expired,1999-10-29,2001-10-28
CRC951477,Take Surface Water,In Waitaki,,200.0,200.0,1,12,0.0,0.0,Terminated - Replaced,1995-08-30,1998-10-06
NCY750448,Take Surface Water,A,,200.0,200.0,1,12,0.0,0.0,Terminated - Surrendered,1975-10-01,1995-12-19
NCY830101A,Take Surface Water,A,,200.0,200.0,1,12,0.0,0.0,Terminated - Expired,1983-03-01,1994-04-30
NCY750491A,Take Surface Water,A,,180.0,180.0,1,12,0.0,0.0,Terminated - Surrendered,1975-11-01,2001-05-03
WTK883772.1,Take Surface Water,In Waitaki,,175.0,175.0,1,12,0.0,0.0,Terminated - Replaced,1995-09-29,2000-01-07
WTK883772,Take Surface Water,In Waitaki,,175.0,175.0,1,12,0.0,0.0,Terminated - Replaced,1988-05-09,1995-09-29
WTK883771.1,Take Surface Water,In Waitaki,,175.0,175.0,1,12,0.0,0.0,Terminated - Replaced,1995-09-29,2000-01-07
WTK883771,Take Surface Water,In Waitaki,,175.0,175.0,1,12,0.0,0.0,Terminated - Replaced,1988-05-09,1995-09-29
CRC900676C,Take Surface Water,A,,170.0,170.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1997-04-30
WTK690281,Take Surface Water,In Waitaki,,170.0,170.0,1,12,0.0,0.0,Terminated - Surrendered,1969-02-28,1995-12-19
WTK845641A,Take Surface Water,In Waitaki,,170.0,170.0,1,12,0.0,0.0,Terminated - Expired,1984-08-10,1999-12-31
WTK845641B,Take Surface Water,In Waitaki,,170.0,170.0,1,12,0.0,0.0,Terminated - Expired,1984-08-10,1999-12-31
NCY790742,Take Surface Water,A,,170.0,170.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-21,2001-04-05
NCY800539,Take Surface Water,A,,169.0,169.0,1,12,0.0,0.0,Terminated - Expired,1969-04-01,2001-10-01
SCY810089,Take Surface Water,A,,158.0,158.0,1,12,0.0,0.0,Terminated - Expired,1969-02-12,2001-10-01
NCY880397A,Take Surface Water,A,,152.0,152.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
CRC916213A,Take Surface Water,A,,152.0,152.0,1,12,0.0,0.0,Terminated - Surrendered,1992-03-06,1998-10-06
CRC905372B,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1995-06-01
SCY840046B,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1989-09-13,2000-02-18
CRC905424H,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1991-06-12,1995-06-01
SCY840046A,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1989-09-13,2000-02-18
CRC905424E,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1991-06-12,1995-06-01
CRC931002,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Replaced,1995-02-06,2003-12-10
WTK880561A,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1988-09-14,1993-06-10
CRC931002.1,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Replaced,2003-12-10,2003-12-10
WTK802401,Take Surface Water,In Waitaki,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1981-07-13,1990-12-31
CRC910213A,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1992-05-06,1996-04-30
CRC905209.1,Take Surface Water,A,,150.0,150.0,1,12,0.0,0.0,Terminated - Expired,1991-12-18,1995-09-01
NCY860489B,Take Surface Water,A,,145.0,145.0,1,12,0.0,0.0,Terminated - Expired,1987-08-07,1999-04-30
NCY840702A,Take Surface Water,A,,142.0,142.0,1,12,0.0,0.0,Terminated - Expired,1985-06-01,1991-04-30
SCY780010,Take Surface Water,A,,141.0,141.0,1,12,0.0,0.0,Terminated - Surrendered,1989-09-13,1991-07-03
WTK702041A,Take Surface Water,A,,140.0,140.0,1,12,0.0,0.0,Terminated - Expired,1970-01-22,2001-10-01
WTK690391,Take Surface Water,In Waitaki,,140.0,140.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-11,1998-03-09
CRC916637B.1,Take Surface Water,A,,140.0,140.0,1,12,0.0,0.0,Terminated - Expired,1995-10-20,1996-12-01
WTK865661A,Take Surface Water,In Waitaki,,140.0,140.0,1,12,0.0,0.0,Terminated - Surrendered,1986-10-13,1995-11-06
CRC970476,Take Surface Water,A,,140.0,140.0,1,12,0.0,0.0,Terminated - Surrendered,1999-09-10,2001-11-15
CRC916637B,Take Surface Water,A,,140.0,140.0,1,12,0.0,0.0,Terminated - Replaced,1991-10-23,1995-10-20
MLB860052,Take Surface Water,A,,140.0,140.0,1,12,0.0,0.0,Terminated - Surrendered,1986-09-09,1995-11-06
NCY800272B,Take Surface Water,A,,140.0,140.0,1,12,0.0,0.0,Terminated - Expired,1980-08-01,1994-04-30
NCY880196,Take Surface Water,A,,135.0,135.0,1,12,0.0,0.0,Terminated - Surrendered,1988-09-02,1997-07-09
NCY880241D,Take Surface Water,A,,131.0,131.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
NCY810403.1,Take Surface Water,A,,130.0,130.0,1,12,0.0,0.0,Terminated - Surrendered,1994-10-20,1998-01-21
NCY810403,Take Surface Water,A,,130.0,130.0,1,12,0.0,0.0,Terminated - Replaced,1981-12-01,1994-10-20
WTK845081A,Take Surface Water,In Waitaki,,120.0,120.0,1,12,0.0,0.0,Terminated - Expired,1984-09-21,1994-12-31
WTK825991B,Take Surface Water,In Waitaki,,120.0,120.0,1,12,0.0,0.0,Terminated - Surrendered,1982-05-10,1992-03-11
CRC980746,Take Surface Water,A,,120.0,120.0,1,12,0.0,0.0,Terminated - Expired,1999-06-03,2001-10-01
SCY810287,Take Surface Water,A,,120.0,120.0,1,12,0.0,0.0,Terminated - Expired,1981-12-10,1997-12-01
WTK801181C,Take Surface Water,In Waitaki,,120.0,120.0,1,12,0.0,0.0,Terminated - Expired,1981-01-12,1995-12-31
CRC950409,Take Surface Water,In Waitaki,,120.0,120.0,1,12,0.0,0.0,Terminated - Replaced,1994-10-31,2002-09-19
NCY850267A,Take Surface Water,A,,120.0,120.0,1,12,0.0,0.0,Terminated - Expired,1985-08-01,1991-04-30
WTK825991C,Take Surface Water,In Waitaki,,120.0,120.0,1,12,0.0,0.0,Terminated - Surrendered,1982-05-10,1992-03-11
CRC900385,Take Surface Water,A,,120.0,120.0,1,12,0.0,0.0,Terminated - Replaced,1991-08-28,1994-08-29
NCY750390,Take Surface Water,A,,120.0,120.0,1,12,0.0,0.0,Terminated - Surrendered,1975-07-01,1997-07-09
WTK702281B,Take Surface Water,A,,116.0,116.0,1,12,0.0,0.0,Terminated - Replaced,1970-03-31,1991-10-10
WTK702281A,Take Surface Water,A,,116.0,116.0,1,12,0.0,0.0,Terminated - Replaced,1970-03-31,1991-10-10
SCY840049B,Take Surface Water,A,,115.0,115.0,1,12,0.0,0.0,Terminated - Expired,1989-09-13,2000-02-18
SCY840049A,Take Surface Water,A,,115.0,115.0,1,12,0.0,0.0,Terminated - Expired,1989-09-13,2000-02-18
NCY880061B.1,Take Surface Water,A,,114.0,114.0,1,12,0.0,0.0,Terminated - Expired,1991-04-28,1991-04-30
NCY880061B,Take Surface Water,A,,114.0,114.0,1,12,0.0,0.0,Terminated - Replaced,1988-08-05,1991-04-28
CRC905376B,Take Surface Water,A,,114.0,114.0,1,12,0.0,0.0,Terminated - Replaced,1990-12-07,1993-12-16
SCY820133,Take Surface Water,A,,113.0,113.0,1,12,0.0,0.0,Terminated - Expired,1987-12-09,1992-06-01
CRC990979,Take Surface Water,A,,113.0,113.0,1,12,0.0,0.0,Terminated - Replaced,2000-02-29,2004-02-09
NCY800708,Take Surface Water,A,,113.0,113.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-14,1992-10-15
CRC905169A,Take Surface Water,A,,113.0,113.0,1,12,0.0,0.0,Terminated - Expired,1992-01-30,1995-09-01
CRC931003,Take Surface Water,A,,110.0,110.0,1,12,0.0,0.0,Terminated - Replaced,1995-02-06,2001-04-05
WTK782961A,Take Surface Water,A,,110.0,110.0,1,12,0.0,0.0,Terminated - Expired,1986-02-12,1991-06-30
WTK690431A,Take Surface Water,A,,110.0,110.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-06,1994-09-30
CRC992263,Take Surface Water,A,,110.0,110.0,1,12,0.0,0.0,Terminated - Cancelled,1999-04-28,2000-05-04
WTK690431B,Take Surface Water,A,,110.0,110.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-06,1994-09-30
WTK702251.1,Take Surface Water,In Waitaki,,110.0,110.0,1,12,0.0,0.0,Terminated - Replaced,2001-03-12,2002-10-15
WTK702251,Take Surface Water,In Waitaki,,110.0,110.0,1,12,0.0,0.0,Terminated - Replaced,1970-03-18,2001-03-12
WTK691491B,Take Surface Water,In Waitaki,,110.0,110.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-31,2001-07-27
WTK691001,Take Surface Water,In Waitaki,,110.0,110.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-23,2001-12-12
WTK880561B,Take Surface Water,A,,110.0,110.0,1,12,0.0,0.0,Terminated - Expired,1988-09-14,1993-06-30
WTK690821,Take Surface Water,In Waitaki,,110.0,110.0,1,12,0.0,0.0,Terminated - Expired,1969-03-26,2001-10-01
WTK691951,Take Surface Water,In Waitaki,,110.0,110.0,1,12,0.0,0.0,Terminated - Replaced,1969-11-12,1998-03-09
WTK691491A,Take Surface Water,In Waitaki,,110.0,110.0,1,12,0.0,0.0,Terminated - Expired,1969-03-31,2001-10-01
SCY870058B.1,Take Surface Water,A,,106.0,106.0,1,12,0.0,0.0,Terminated - Expired,1992-03-17,1992-12-01
SCY870058B,Take Surface Water,A,,106.0,106.0,1,12,0.0,0.0,Terminated - Replaced,1987-12-09,1992-03-17
WTK855711A,Take Surface Water,In Waitaki,,100.0,100.0,1,12,0.0,0.0,Terminated - Replaced,1985-11-14,1993-12-17
NCY880344A,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
CRC916172A.1,Take Surface Water,In Waitaki,,100.0,100.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-02,1998-10-06
CRC952168,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Replaced,1995-07-10,1997-10-03
WTK691151A,Take Surface Water,In Waitaki,,100.0,100.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-29,1991-06-17
CRC916124D,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Replaced,1993-07-26,2002-05-03
WTK855711A.1,Take Surface Water,In Waitaki,,100.0,100.0,1,12,0.0,0.0,Terminated - Expired,1993-12-17,1996-06-30
CRC916124D.1,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Expired,2002-05-03,2005-06-01
CRC952168.1,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Replaced,1997-10-03,2002-07-31
NCY880295,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
CRC916816,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Surrendered,1992-07-16,1996-04-15
CRC916686A,Take Surface Water,A,,100.0,100.0,1,12,0.0,0.0,Terminated - Replaced,1991-10-23,1996-07-29
CRC916172A,Take Surface Water,In Waitaki,,100.0,100.0,1,12,0.0,0.0,Terminated - Replaced,1991-12-23,1992-03-02
CRC920332A,Take Surface Water,In Waitaki,,100.0,100.0,1,12,0.0,0.0,Terminated - Expired,1992-05-07,2001-05-01
CRC900502,Take Surface Water,A,,91.0,91.0,1,12,0.0,0.0,Terminated - Expired,1991-08-28,1993-04-30
CRC930443,Take Surface Water,A,,91.0,91.0,1,12,0.0,0.0,Terminated - Replaced,1993-05-21,1994-05-31
CRC916510D,Take Surface Water,A,,90.0,90.0,1,12,0.0,0.0,Terminated - Replaced,1993-05-20,1994-06-14
CRC915017B,Take Surface Water,In Waitaki,,90.0,90.0,1,12,0.0,0.0,Terminated - Replaced,1991-03-01,1998-01-29
CRC915016,Take Surface Water,In Waitaki,,90.0,90.0,1,12,0.0,0.0,Terminated - Replaced,1991-03-01,1998-01-29
NCY880728,Take Surface Water,A,,90.0,90.0,1,12,0.0,0.0,Terminated - Expired,1989-02-03,1992-04-30
CRC895026A,Take Surface Water,A,,90.0,90.0,1,12,0.0,0.0,Terminated - Expired,1990-02-02,1992-12-01
NCY880251,Take Surface Water,A,,90.0,90.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
CRC915017B.1,Take Surface Water,In Waitaki,,90.0,90.0,1,12,0.0,0.0,Terminated - Expired,1998-01-29,2000-03-01
CRC000843.1,Take Surface Water,A,,88.0,88.0,1,12,0.0,0.0,Terminated - Lapsed,2000-07-06,2001-12-10
CRC000843,Take Surface Water,A,,88.0,88.0,1,12,0.0,0.0,Terminated - Replaced,1999-12-10,2000-07-06
CRC992057.1,Take Surface Water,A,,88.0,88.0,1,12,0.0,0.0,Terminated - Lapsed,2000-07-06,2001-05-11
CRC992057,Take Surface Water,A,,88.0,88.0,1,12,0.0,0.0,Terminated - Replaced,1999-05-13,2000-07-06
CRC905031D,Take Surface Water,A,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1995-03-01
WTK690111A,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Replaced,1969-01-16,1997-05-23
WTK690811A,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1969-03-26,2001-10-01
WTK690331B,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-10,1997-05-23
WTK690611A,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1969-03-24,2002-01-07
WTK690811C,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1969-03-26,2001-10-01
WTK690351A,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-11,1992-01-14
WTK690351B,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-11,1992-01-14
WTK690811B,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1969-03-26,2001-10-01
CRC905073,Take Surface Water,A,,85.0,85.0,1,12,0.0,0.0,Terminated - Replaced,1990-07-12,1995-01-06
WTK690351B.1,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1992-01-14,2001-10-01
SCY820293,Take Surface Water,A,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1987-09-09,1992-12-01
WTK690331B.1,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1997-05-23,2001-10-01
WTK691471B,Take Surface Water,A,,85.0,85.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-31,1991-05-24
WTK690331A.1,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1997-05-23,2001-10-01
WTK690111A.1,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1997-05-23,2001-10-01
WTK691471A,Take Surface Water,A,,85.0,85.0,1,12,0.0,0.0,Terminated - Surrendered,1960-03-31,1991-05-24
WTK690111B,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Replaced,1969-01-16,1997-05-23
CRC921583B,Take Surface Water,A,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1993-06-29,1995-06-01
WTK690331A,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-10,1997-05-23
WTK690111B.1,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1997-05-23,2001-10-01
WTK690351A.1,Take Surface Water,In Waitaki,,85.0,85.0,1,12,0.0,0.0,Terminated - Expired,1992-01-14,2001-10-01
SCY700544,Take Surface Water,A,,84.0,84.0,1,12,0.0,0.0,Terminated - Surrendered,1969-02-12,1991-06-14
NCY840403,Take Surface Water,A,,83.0,83.0,1,12,0.0,0.0,Terminated - Expired,1984-09-01,1991-04-30
CRC930143,Take Surface Water,In Waitaki,,80.0,80.0,1,12,0.0,0.0,Terminated - Replaced,1993-05-24,1994-05-31
CRC970445,Take Surface Water,A,,80.0,80.0,1,12,0.0,0.0,Terminated - Surrendered,1999-07-14,2002-12-02
NCY880703,Take Surface Water,A,,76.0,76.0,1,12,0.0,0.0,Terminated - Surrendered,1988-12-02,1997-02-05
SCY690253,Take Surface Water,A,,76.0,76.0,1,12,0.0,0.0,Terminated - Expired,1989-09-13,2002-04-17
SCY790056,Take Surface Water,A,,76.0,76.0,1,12,0.0,0.0,Terminated - Expired,1986-12-11,1992-03-01
CRC961846.1,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Surrendered,1999-01-26,2002-11-27
CRC905036B,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1995-06-01
CRC916328.1,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Expired,1995-08-08,1996-04-30
CRC916328,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-06,1995-08-08
NCY870277A.1,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Expired,1991-08-29,1992-04-30
CRC961846,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Replaced,1996-04-29,1999-01-26
NCY870277A,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Replaced,1988-10-07,1991-08-29
CRC905036A,Take Surface Water,A,,75.0,75.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1995-06-01
CRC917081,Take Surface Water,A,,74.0,74.0,1,12,0.0,0.0,Terminated - Expired,1992-01-24,1996-12-01
SCY810299,Take Surface Water,A,,74.0,74.0,1,12,0.0,0.0,Terminated - Expired,1986-09-11,1991-12-01
NCY890520A,Take Surface Water,A,,72.0,72.0,1,12,0.0,0.0,Terminated - Expired,1989-09-01,1991-04-30
CRC916306A,Take Surface Water,A,,72.0,72.0,1,12,0.0,0.0,Terminated - Surrendered,1991-10-23,1995-12-19
WTK825971A,Take Surface Water,In Waitaki,,70.0,70.0,1,12,0.0,0.0,Terminated - Replaced,1982-04-05,1998-01-29
WTK691991,Take Surface Water,A,,70.0,70.0,1,12,0.0,0.0,Terminated - Surrendered,1969-11-21,1991-05-24
NCY870136.1,Take Surface Water,A,,70.0,70.0,1,12,0.0,0.0,Terminated - Surrendered,1992-04-28,1999-04-12
CRC992571.1,Take Surface Water,A,,70.0,70.0,1,12,0.0,0.0,Terminated - Surrendered,2001-08-24,2004-11-26
WTK825971B,Take Surface Water,In Waitaki,,70.0,70.0,1,12,0.0,0.0,Terminated - Replaced,1982-04-05,1998-01-29
WTK825971A.1,Take Surface Water,In Waitaki,,70.0,70.0,1,12,0.0,0.0,Terminated - Expired,1998-01-29,2002-07-31
WTK825971B.1,Take Surface Water,In Waitaki,,70.0,70.0,1,12,0.0,0.0,Terminated - Expired,1998-01-29,2002-07-31
CRC992571,Take Surface Water,A,,70.0,70.0,1,12,0.0,0.0,Terminated - Replaced,1999-07-23,2001-08-24
NCY870136,Take Surface Water,A,,70.0,70.0,1,12,0.0,0.0,Terminated - Replaced,1987-08-07,1992-04-28
NCY890360A,Take Surface Water,A,,70.0,70.0,1,12,0.0,0.0,Terminated - Surrendered,1989-09-01,1998-10-02
NCY840404,Take Surface Water,A,,70.0,70.0,1,12,0.0,0.0,Terminated - Expired,1984-09-01,1991-04-30
NCY800556,Take Surface Water,A,,68.0,68.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-24,1998-03-27
CRC905277,Take Surface Water,A,,67.0,67.0,1,12,0.0,0.0,Terminated - Expired,1990-12-07,1995-09-01
CRC940497B,Take Surface Water,In Waitaki,,65.0,65.0,1,12,0.0,0.0,Terminated - Replaced,1993-11-23,1995-06-08
CRC952086,Take Surface Water,A,,65.0,65.0,1,12,0.0,0.0,Terminated - Replaced,1995-08-31,1999-11-09
SCY690179,Take Surface Water,A,,63.0,63.0,1,12,0.0,0.0,Terminated - Expired,1984-04-12,1991-09-01
SCY800290B,Take Surface Water,A,,63.0,63.0,1,12,0.0,0.0,Terminated - Expired,1989-10-11,1992-12-01
SCY850190,Take Surface Water,A,,63.0,63.0,1,12,0.0,0.0,Terminated - Expired,1987-04-08,1992-03-01
CRC916489B,Take Surface Water,A,,63.0,63.0,1,12,0.0,0.0,Terminated - Expired,1991-10-23,1992-12-01
NCY800689,Take Surface Water,A,,63.0,63.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-27,1995-09-25
CRC921893,Take Surface Water,A,,62.0,62.0,1,12,0.0,0.0,Terminated - Expired,1993-01-21,1995-06-01
SCY790102,Take Surface Water,A,,61.0,61.0,1,12,0.0,0.0,Terminated - Expired,1989-10-11,1992-12-01
WTK820621A,Take Surface Water,In Waitaki,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1983-01-06,1988-12-31
CRC895056B,Take Surface Water,In Waitaki,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1990-08-03,1993-06-30
CRC905092,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1995-06-01
WTK880621,Take Surface Water,In Waitaki,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1989-04-14,1994-12-31
CRC921456C,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Surrendered,1993-02-25,2000-05-01
CRC900736,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Surrendered,1992-01-22,1900-01-01
SCY820164,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1987-03-12,1991-12-01
WTK691021.1,Take Surface Water,In Waitaki,,60.0,60.0,1,12,0.0,0.0,Terminated - Surrendered,1994-06-28,2000-07-10
WTK890691B,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1989-05-23,1993-06-30
CRC921506B,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1993-02-25,1995-06-01
CRC920144,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Replaced,1992-05-07,1996-06-25
WTK691021,Take Surface Water,In Waitaki,,60.0,60.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-28,1994-06-28
NCY870127,Take Surface Water,A,,60.0,60.0,1,12,0.0,0.0,Terminated - Expired,1988-05-06,1992-04-30
CRC951628.1,Take Surface Water,A,,59.0,59.0,1,12,0.0,0.0,Terminated - Replaced,1997-05-05,1999-04-27
CRC951628,Take Surface Water,A,,59.0,59.0,1,12,0.0,0.0,Terminated - Replaced,1995-08-31,1997-05-05
CRC905196,Take Surface Water,A,,59.0,59.0,1,12,0.0,0.0,Terminated - Expired,1990-09-07,1995-09-01
WTK690142,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
SCY750001,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Replaced,1985-02-14,1991-09-05
WTK690301B,Take Surface Water,In Waitaki,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-02-28,2001-10-01
WTK690361B.1,Take Surface Water,In Waitaki,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1992-01-14,2001-10-01
WTK690361B,Take Surface Water,In Waitaki,,57.0,57.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-11,1992-01-14
WTK691013,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
WTK691015A,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
WTK691017B,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
WTK691017A,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
WTK690951,Take Surface Water,In Waitaki,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-27,2001-10-01
SCY750001.1,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1991-09-05,1997-12-01
WTK691011A,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
WTK691011B,Take Surface Water,A,,57.0,57.0,1,12,0.0,0.0,Terminated - Expired,1969-03-28,2001-10-01
