RecordNumber,take_type,sw_allo_block,WAP,WapRate,AllocatedRate,FromMonth,ToMonth,SD1,SD2,ConsentStatus,FromDate,ToDate
WTK840531,Take Surface Water,In Waitaki,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1984-04-18,1999-12-31
NCY890152,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1989-06-02,1991-07-15
CRC920332C,Take Surface Water,In Waitaki,,10.0,10.0,1,12,0.0,0.0,Terminated - Replaced,1992-05-07,1999-08-02
SCY898037,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1989-09-13,1996-11-01
WTK846430K,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1986-11-03,2000-12-31
WTK846430B,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1986-11-03,2000-12-31
NCY870095B,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
WTK846430F,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1986-11-03,2000-12-31
NCY880491B,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
NCY800579,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1970-03-26,2001-05-03
CRC961306,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1996-06-19,2003-02-17
CRC895065,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1990-02-02,2001-09-01
CRC916731,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1992-03-26,1999-04-30
SCY790132,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1988-12-14,1992-06-23
WTK846430H,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1986-11-03,2000-12-31
SCY800434,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1989-09-13,1999-03-01
CRC961732,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1996-04-01,2000-08-03
WTK846430M,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1986-11-03,2000-12-31
CRC905090,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1990-07-12,1992-12-01
CRC921885,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Replaced,1992-11-16,1999-05-14
NCY880491A,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
WTK846430J,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1986-11-03,2000-12-31
CRC900663,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1991-08-28,1993-04-30
CRC940446,Take Surface Water,A,,10.0,10.0,1,12,0.0,0.0,Terminated - Surrendered,1995-02-10,2003-11-21
WTK835781,Take Surface Water,In Waitaki,,10.0,10.0,1,12,0.0,0.0,Terminated - Expired,1983-04-11,1993-12-31
CRC930553,Take Surface Water,A,,9.5,9.5,1,12,0.0,0.0,Terminated - Expired,1993-06-11,2001-04-30
NCY880229,Take Surface Water,A,,9.0,9.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
NCY800925,Take Surface Water,A,,9.0,9.0,1,12,0.0,0.0,Terminated - Expired,1969-03-31,2001-10-01
CRC905412.1,Take Surface Water,A,,9.0,9.0,1,12,0.0,0.0,Terminated - Surrendered,1992-12-09,2000-02-24
NCY810205,Take Surface Water,A,,9.0,9.0,1,12,0.0,0.0,Terminated - Expired,1981-08-01,1991-04-30
NCY880247,Take Surface Water,A,,9.0,9.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
CRC900509,Take Surface Water,A,,9.0,9.0,1,12,0.0,0.0,Terminated - Surrendered,1991-08-28,2002-08-22
CRC905412,Take Surface Water,A,,9.0,9.0,1,12,0.0,0.0,Terminated - Replaced,1991-02-01,1992-12-09
CRC921573,Take Surface Water,A,,8.3,8.3,1,12,0.0,0.0,Terminated - Expired,1992-10-02,2002-06-01
CRC922159.1,Take Surface Water,In Waitaki,,8.0,8.0,1,12,0.0,0.0,Terminated - Replaced,1998-06-19,1998-07-03
SCY880058,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1989-06-14,1992-09-01
SCY880032,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Surrendered,1988-12-14,1995-12-19
CRC922159,Take Surface Water,In Waitaki,,8.0,8.0,1,12,0.0,0.0,Terminated - Replaced,1993-03-05,1998-06-19
CRC971652,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Surrendered,1997-06-05,2003-04-16
NCY770161A,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1977-08-01,1995-04-30
CRC916708,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Replaced,1991-11-28,2003-07-10
CRC922159.2,Take Surface Water,In Waitaki,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1998-07-03,2000-06-01
WTK826121.1,Take Surface Water,In Waitaki,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1992-03-02,1992-12-31
NCY880089,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1989-02-03,1992-04-30
NCY880532,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Replaced,1988-11-04,1995-12-11
WTK826121,Take Surface Water,In Waitaki,,8.0,8.0,1,12,0.0,0.0,Terminated - Replaced,1982-12-13,1992-03-02
NCY880532.1,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1995-12-11,1997-04-30
CRC900450,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1991-09-12,1993-04-30
SCY888041,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1989-02-08,1992-09-01
CRC900423,Take Surface Water,A,,8.0,8.0,1,12,0.0,0.0,Terminated - Expired,1991-09-12,1997-04-03
CRC920487B,Take Surface Water,A,,7.6,7.6,1,12,0.0,0.0,Terminated - Surrendered,1992-08-21,1996-07-25
CRC921424,Take Surface Water,A,,7.6,7.6,1,12,0.0,0.0,Terminated - Expired,1992-10-09,1996-04-30
CRC916536,Take Surface Water,A,,7.5,7.5,1,12,0.0,0.0,Terminated - Replaced,1991-11-07,1995-12-11
CRC916536.1,Take Surface Water,A,,7.5,7.5,1,12,0.0,0.0,Terminated - Expired,1995-12-11,2004-05-03
NCY890040,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
NCY850391,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1985-12-01,1991-04-30
CRC900042,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1993-04-30
NCY790572B,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Surrendered,1970-03-31,1992-01-15
SCY830142A,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1983-06-09,1994-09-01
CRC900811,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1992-08-27,1996-04-30
NCY800709.1,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Surrendered,1992-06-15,2001-04-05
NCY880880,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
CRC920354A,Take Surface Water,In Waitaki,,7.0,7.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-25,1999-08-05
NCY800777A,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-27,1991-04-29
NCY780424B,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1978-06-01,1994-04-30
NCY800564,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-31,2001-04-11
CRC890905,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1990-03-02,1992-04-30
NCY880446,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1988-10-07,1991-04-30
CRC920355A,Take Surface Water,In Waitaki,,7.0,7.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-25,1999-08-05
NCY800709,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-21,1992-06-15
NCY710078,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Expired,1969-01-21,2001-10-01
SCY880019,Take Surface Water,A,,7.0,7.0,1,12,0.0,0.0,Terminated - Surrendered,1989-02-08,1992-07-15
CRC922100,Take Surface Water,A,,6.1,6.1,1,12,0.0,0.0,Terminated - Expired,1993-01-16,1995-06-01
CRC916421,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1991-11-07,1999-04-30
CRC960507,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1996-04-19,2006-04-17
CRC916778B,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Replaced,1991-12-23,2002-10-11
CRC916685,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Replaced,1992-02-27,1993-05-24
CRC905172,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1990-11-02,1992-12-01
WTK846601A,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1985-02-11,1994-12-31
NCY890229B,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1989-09-01,1991-04-30
CRC900297.1,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,2000-01-20,2001-04-30
NCY880411,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1988-09-02,1991-04-30
NCY880039,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1988-09-02,1991-04-30
CRC900486B,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Replaced,1991-04-24,2000-07-06
CRC900297,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Replaced,1990-09-07,2000-01-20
SCY810162,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1986-09-11,1991-09-01
NCY870215,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1987-11-06,1992-04-30
CRC905034.1,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1994-10-21,1995-03-01
WTK864301,Take Surface Water,In Waitaki,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,1986-03-12,1996-06-30
CRC905034,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Replaced,1990-06-11,1994-10-21
CRC041488,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,2004-02-26,2004-04-30
CRC900486B.1,Take Surface Water,A,,6.0,6.0,1,12,0.0,0.0,Terminated - Expired,2000-07-06,2004-04-30
CRC971903,Take Surface Water,A,,5.5,5.5,1,12,0.0,0.0,Terminated - Replaced,1997-05-02,1998-06-26
CRC922179B,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1993-01-16,2002-12-01
CRC916498B.1,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1996-02-15,1999-04-30
NCY880171,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
NCY888035,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Surrendered,1988-07-01,1991-05-31
NCY870072B,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
WTK860641A,Take Surface Water,In Waitaki,,5.0,5.0,1,12,0.0,0.0,Terminated - Surrendered,1986-07-14,1991-05-24
WTK690863,Take Surface Water,In Waitaki,,5.0,5.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-27,1991-04-15
NCY880017A,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Surrendered,1988-03-31,1999-02-09
CRC916194,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1999-04-30
WTK690843,Take Surface Water,In Waitaki,,5.0,5.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-27,1991-04-15
NCY880012,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1988-05-06,1999-04-30
NCY880176B,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1988-08-05,1991-04-30
CRC915077,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1992-01-28,1992-09-01
NCY820034,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1982-04-01,1998-04-30
NCY880190,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
CRC990135,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Surrendered,1998-09-11,2002-11-07
CRC980512,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Replaced,1998-05-22,2000-04-11
CRC915052,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1991-06-12,1992-12-01
NCY870095A,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
CRC916061B,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1991-12-23,1992-12-01
CRC916498B,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Replaced,1991-12-19,1996-02-15
MLB780040,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1978-05-09,1983-05-09
SCY770062,Take Surface Water,A,,5.0,5.0,1,12,0.0,0.0,Terminated - Expired,1977-06-08,1993-03-01
MLB820056,Take Surface Water,A,,4.6,4.6,1,12,0.0,0.0,Terminated - Expired,1982-10-12,1992-10-12
CRC920983,Take Surface Water,A,,4.5,4.5,1,12,0.0,0.0,Terminated - Expired,1992-07-02,2002-09-01
CRC930469,Take Surface Water,A,,4.5,4.5,1,12,0.0,0.0,Terminated - Surrendered,1993-05-21,1996-03-06
CRC905377,Take Surface Water,A,,4.5,4.5,1,12,0.0,0.0,Terminated - Expired,1991-04-19,1992-12-01
CRC916689,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Replaced,1991-11-07,1995-03-13
SCY790153,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1979-09-12,1994-09-01
CRC921520,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1993-03-12,2002-12-01
CRC917019,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Surrendered,1992-03-26,1998-08-07
NCY890203,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1989-08-04,1991-04-30
CRC916514,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-06,1992-05-19
SCY850020,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Surrendered,1989-06-14,1999-04-12
SCY880039,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Surrendered,1989-02-08,1997-04-29
CRC916689.1,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1995-03-13,1999-04-30
SCY820347,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1982-12-09,1992-12-01
NCY880187A,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
CRC916065,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Surrendered,1991-10-23,1995-11-27
CRC930344B,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Replaced,1993-04-30,1996-04-18
SCY850076,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1985-06-13,1997-09-01
CRC916662,Take Surface Water,A,,4.0,4.0,1,12,0.0,0.0,Terminated - Expired,1992-05-07,2004-04-30
NCY800565,Take Surface Water,A,,3.8,3.8,1,12,0.0,0.0,Terminated - Expired,1900-01-01,2001-10-01
CRC921487,Take Surface Water,A,,3.8,3.8,1,12,0.0,0.0,Terminated - Surrendered,1992-11-16,2001-03-02
CRC920820,Take Surface Water,A,,3.7,3.7,1,12,0.0,0.0,Terminated - Expired,1992-11-12,2004-04-30
CRC920759,Take Surface Water,A,,3.5,3.5,1,12,0.0,0.0,Terminated - Expired,1992-08-14,2003-04-30
CRC920302,Take Surface Water,A,,3.3,3.3,1,12,0.0,0.0,Terminated - Expired,1992-06-05,2003-04-30
CRC900077B,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Surrendered,1992-03-06,1993-03-15
NCY790759,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1969-03-21,2001-10-01
CRC952646,Take Surface Water,In Waitaki,,3.0,3.0,1,12,0.0,0.0,Terminated - Replaced,1996-02-09,1999-08-05
CRC940468,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Replaced,1992-07-16,1993-10-12
CRC916120,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Replaced,1992-03-06,1996-04-19
NCY870129,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1987-08-07,1992-04-30
CRC916171B,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1991-12-23,1992-12-01
NCY890033,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
NCY890019,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
NCY870241,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1987-11-06,1992-04-30
NCY870072A,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
CRC921510B,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1992-12-11,2002-12-01
SCY830017,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1987-11-10,1992-12-01
CRC922228,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Lapsed,1993-03-12,2003-12-12
NCY870091,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1987-10-02,1992-04-30
SCY880064,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1989-10-11,1992-06-01
NCY890604,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Surrendered,1989-09-01,1995-11-27
WTK846581B,Take Surface Water,In Waitaki,,3.0,3.0,1,12,0.0,0.0,Terminated - Surrendered,1986-05-20,1991-08-23
NCY890194,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1989-08-04,1991-04-30
NCY800562B,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1969-03-13,2001-10-01
NCY800562A,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1969-03-13,2001-10-01
NCY800814A,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1969-03-07,2001-10-01
NCY880540,Take Surface Water,A,,3.0,3.0,1,12,0.0,0.0,Terminated - Expired,1988-12-02,1991-04-30
CRC952646.1,Take Surface Water,In Waitaki,,3.0,3.0,1,12,0.0,0.0,Terminated - Surrendered,1999-08-05,2000-09-07
NCY780211B,Take Surface Water,A,,2.2,2.2,1,12,0.0,0.0,Terminated - Expired,1969-05-09,2001-10-01
CRC915076,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1991-06-12,1999-03-01
CRC900009,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1989-05-01,1992-04-30
WTK865511,Take Surface Water,In Waitaki,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1986-11-19,2001-06-30
CRC900210B,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1991-12-03,2003-04-30
CRC916590,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1992-03-06,1999-04-30
SCY820061,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Surrendered,1988-04-13,1991-04-22
CRC961147,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Surrendered,1996-01-11,2000-03-10
CRC916511B,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Replaced,1993-05-20,1994-06-14
SCY750028,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1985-02-14,1994-06-01
NCY790745,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1969-03-27,2001-10-01
NCY790871A,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1970-03-27,2001-10-01
NCY800775,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Surrendered,1969-03-31,1991-07-13
NCY870062B,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
NCY890082,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
SCY730103,Take Surface Water,A,,2.0,2.0,1,12,0.0,0.0,Terminated - Expired,1983-10-13,1994-09-01
CRC920057,Take Surface Water,A,,1.8,1.8,1,12,0.0,0.0,Terminated - Surrendered,1992-05-22,1998-11-24
CRC962348.1,Take Surface Water,A,,1.67,1.67,1,12,0.0,0.0,Terminated - Expired,1999-05-14,2005-02-12
CRC962348,Take Surface Water,A,,1.67,1.67,1,12,0.0,0.0,Terminated - Replaced,1996-08-08,1999-05-14
CRC930507,Take Surface Water,A,,1.61,1.61,1,12,0.0,0.0,Terminated - Expired,1993-05-28,1999-04-30
CRC920699B,Take Surface Water,A,,1.6,1.6,1,12,0.0,0.0,Terminated - Expired,1992-07-16,2004-04-30
CRC920723.2,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Expired,2000-12-04,2003-04-30
CRC930548,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Replaced,1993-06-18,1996-02-02
CRC022118.1,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Expired,2002-03-08,2003-04-30
NCY890364,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Expired,1989-10-06,1992-04-30
CRC922015,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Expired,1992-12-18,2003-04-30
CRC022118,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Replaced,1992-12-18,2002-03-08
CRC920654,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Surrendered,1992-05-22,1999-10-27
CRC920723.1,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Replaced,2000-05-04,2000-12-04
CRC920723,Take Surface Water,A,,1.5,1.5,1,12,0.0,0.0,Terminated - Replaced,1992-06-05,2000-05-04
CRC916346B,Take Surface Water,A,,1.4,1.4,1,12,0.0,0.0,Terminated - Expired,1992-09-24,2004-04-30
MLB870091,Take Surface Water,A,,1.3,1.3,1,12,0.0,0.0,Terminated - Expired,1988-02-10,1993-10-11
CRC940983,Take Surface Water,A,,1.26,1.26,1,12,0.0,0.0,Terminated - Surrendered,1994-05-26,2002-08-22
NCY870240,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1987-11-06,1992-04-30
CRC895047.2,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1998-09-17,2001-10-30
CRC895047.1,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Replaced,1992-11-06,1998-09-17
NCY850498,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1986-04-01,1900-01-01
SCY700206,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1970-08-12,2001-10-01
NCY870116,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1987-08-07,1992-04-30
NCY800647,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Replaced,1969-06-13,1995-11-22
NCY870070,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1987-07-03,1992-04-30
NCY870176,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1987-09-04,1992-04-30
NCY880241A,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1988-07-01,1991-04-30
WTK870061,Take Surface Water,In Waitaki,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1987-11-11,1997-03-14
NCY830097,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1983-03-01,1900-01-01
NCY880298,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Replaced,1988-10-07,1996-12-09
CRC895047,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Replaced,1990-02-02,1992-11-06
NCY890498,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1989-09-01,1991-04-30
NCY890051,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1989-10-31,1991-04-30
CRC900530,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1991-08-28,1993-04-30
NCY890140,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1989-09-01,1992-04-30
NCY800651,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Replaced,1969-03-29,2001-03-30
CRC900072B,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1990-08-03,1993-04-30
CRC900047,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1990-07-06,1993-04-30
CRC900393,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1991-09-12,1995-04-30
NCY810217B,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1981-08-01,1992-04-30
SCY740123,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1984-04-12,1999-09-01
WTK846551,Take Surface Water,In Waitaki,,1.0,1.0,1,12,0.0,0.0,Terminated - Replaced,1985-02-11,1996-06-25
CRC916735A,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1991-11-07,1996-04-30
NCY800647.1,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Replaced,1995-11-22,1999-03-18
CRC920207,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Surrendered,1992-06-05,2002-11-07
CRC920406,Take Surface Water,A,,1.0,1.0,1,12,0.0,0.0,Terminated - Expired,1992-05-21,2004-04-30
